tmdbId,keywords_list
10225,lightning|cemetery|mask|slasher|jason vorhees
10281,lake|mask|telekinesis|psychopath|slasher|teenager|psychiatrist|jason vorhees
10283,new york|boat|mask|psychopath|high school|sewerage|times square|serial killer
948,female nudity|nudity|mask|babysitter|halloween|police|psychopathic killer|independent film
11281,sheriff|mask|halloween|michael myers
10676,commercial|factory|gas station|curfew|mask|halloween|hospital|doctor
11357,sheriff|scissors|ambulance|halloween|twist|knife|sequel|murder
11361,sheriff|barn|black|sequel|boogeyman|masked killer|slasher|youth
36599,dancing|female nudity|sex|dance|nudity|high school|revenge|murder
39929,cemetery|infidelity|shower|nudity|exorcism|night|high school|shooting
41828,male nudity|nudity|high school|sequel|independent film|prom|slasher|zombie
41769,monk|sex|nun|nudity|underwear|crucifixion|murder|priest
10585,gun|birthday|voodoo|toy|stalker|murder|blood|slasher
11186,faithlessness|puppet|killer toys|toy comes to life
11187,recruit|puppet|killer doll|serial killer|military academy|killer toys|toy comes to life|war games
609,parent child relationship|medium|ghostbuster|poltergeist|haunted house|dying and death|family relationships|good vs evil
11133,monster|poltergeist|supernatural powers|family secrets
10306,chicago|religion and supernatural|supernatural powers|devil|demon
9552,exorcism|holy water|religion and supernatural|vomit|christian|possession|profanity|priest
11586,exorcism|examination|pact with the devil|possession|priest|devil|demonic possession|locust
11587,death penalty|suspicion of murder|exorcism|doomed man|investigation|priest|psychiatric hospital|series of murders
941,self-destruction|los angeles|police detective|ex soldier|buddy cop|lapd|homicide detective|christmas
942,gang|police detective|buddy cop|diplomatic immunity|loss of girlfriend|lapd
943,rookie cop|dog biscuit|shooting practice|sitting on a toilet|judo throw|police psychologist|buddy cop|firing range
927,holiday|monster|small town|department store|bars and restaurants|human animal relationship|pet|sunlight
928,new york|monster|skyscraper|mutant|restaurant|human animal relationship|mutation|tv station
9340,gunfight|urination|hidden|reference to liberace|group vomit|exercise machine|water slide|housing
9342,california|spy|hero|horseback riding|sword fight|revenge
38509,paris|dancing|jealousy|children|wedding|festival
60033,
12101,paranoia|dystopia|overpopulation|near future
19,man vs machine|underground world|inventor|metropolis|worker|future|machine town|work
165,skateboarding|flying car|car race|delorean|lightning|almanac|inventor|time travel
196,railroad robber|california|delorean|indian territory|sports car|inventor|locomotive|saloon
551,life and death|prostitute|new year's eve|sea|brother sister relationship|wife husband relationship|wave|shipwreck
16084,
17984,
22328,spoof
32611,kids and family
3170,forest|coming of age|best friend|loss of loved one
346,japan|samurai|peasant|looting|rice|fencing|village|moral ambiguity
859,lovesickness|sexuality|cheating|cynic|ladykiller|fiancé|arranged marriage|passion
841,prophecy|witch|monster|telepathy|atomic bomb|space marine|emperor|mutation
11051,christianity|traitor|jesus christ|roman|crucifixion|longing|moral conflict|cross
242,italy|christianity|new york|assassination|italo-american|vatican|pope|confession
1411,sex|eroticism|group sex|bible|religion and supernatural|faith|the rapture|religious conversion
9769,jealousy|secret|blackmail|professor|lolita|nudity|seduction|police
9424,suicide|sex|island|nightmare|chase|police|insanity|high school
9835,italy|postman|mafia|escape|gangster|emigrant
857,war crimes|self sacrifice|war veteran|world war ii|war ship|airplane|bravery|normandy
17539,gay|independent film|gay relationship
22777,
20173,
10957,sword|pig
9570,killer robot|space marine|ghost ship|black hole
16249,gambling|witch|american football coach|coach|pirate
13962,
14612,
19378,cat|alien
65157,
29228,
19379,mission
11164,competition|adversary|sport|ice hockey|hockey player|hockey coach|youth
18887,leprechaun
40866,
24736,murder|survival|explosion
10122,artificial intelligence|farewell|homesickness|nasa|extraterrestrial technology|flying saucer|time travel|adventure
24816,dancing|brother sister relationship|laughing|magic
9994,london england|detective|queen|sherlock holmes|cartoon mouse
25445,
12129,counterfeiting ring|the love bug
14140,auto mechanic|automobile racing|smart car|monte carlo rally|the love bug
10439,witch|halloween|salem|trick or treating|spellcasting
11158,becoming an adult|inventor|infant|family
9354,inventor|ant|shrinking|riesen insekten|biene|neighbor
28736,
34774,jules verne|shipwreck
37969,cat|bear|dog
9631,corruption|hostage|pension|innocence|police|hostage-taking|murder|suspense
9820,matchmaking|divorced|twins separated at birth|woman director
14013,stadium|invention|sport|mascot|party|friends|athlete|money
96196,scotland|egg|loss of virginity|kissing|woman director|gentile
98505,kleptomania|hypnosis|marital problem|hypnotherapy
1779,capitalism|economics|unemployment|corporate greed
10849,new york|cinema|great depression|falling in love|movie star|spectacle
678,detective|small town|gas station|deaf-mute|suppressed past|femme fatale|partner|deception
907,love triangle|nurse|suicide attempt|loss of family|world war i|russian revolution 1917|forbidden love|step parents
5961,brother sister relationship|sweden|loss of child|loss of father|bishop|dying and death|funeral|child prodigy
47908,escape|senior citizen|daughter–in–law
42121,
2887,gay|aids|made for cable tv|hiv|doctor|epidemic|lgbt history|virus
11974,paranoia|garbage|psychopath|vacation|dark comedy|neighbor|suburbia|serial killer
20348,trip|airplane|independent film|skydiving|automobile|surprise party|austin texas|road movie
26648,concentration camp|eroticism|jam|uniform|sadomasochism|unfaithfulness|guilt|nazi resistance
11911,nazis|career|pact with the devil|demon|spectacle
793,small town|ear|suspense|independent film|policeman|ear cut off
35144,great depression|attempted rape|hitchhiking|child smoking cigarette|riding freight train|institution
9325,indian lead|narration|human animal relationship|musical|feral child|jungle|talking animal|anthropomorphism
43037,
10340,cat|spaghetti|lover (female)|love of one's life|kiss|animation|dog
10144,sea|fireworks|prince|kingdom|daughter|mermaid|princess|animation
10414,sports team|sport|ice hockey|hockey game|winning|feel-good ending|the big game
10437,holiday|future|musical|past|scrooge|christmas carol|charles dickens|christmas
15300,juvenile crime|child empowerment|brawl|boy singer|name change|slingshot|juvenile detention
12230,puppy|animation|dog|dalmatian
13380,holiday|mother daughter relationship|christmas
10693,flying|brother sister relationship|becoming an adult|magic|fairy|child hero|bravery|pirate gang
11335,baby|blackmail|supernatural powers|based on cartoon|sailor|spinach|abandoned baby
11135,diamant|kidnapping|mouse|alligator|baby-snatching|eagle|australia|waterfall
11319,kidnapping|mouse|baby-snatching|bottle|rescue|animation|energy|rescue mission
14822,
15969,middle east|musical|sequel|revenge|magical object|animal|aftercreditsstinger|aladdin
13155,wizard of oz
10249,superhero|los angeles|flying man|pilot hero|nazi collaborator|1980s
15943,lawyer|dog|district attorney
10882,sleep|magic|prince|castle|fairy tale|kingdom|musical|kiss
24808,circus|witch|based on novel|lightning|dream|maze|elephant|clown
19762,independent film
13850,southern
2619,bachelor|mermaid
65158,
53565,musical
41841,
27332,sex|based on novel|oklahoma|shooting|coming of age
97,video game|hacker|virtual reality|dystopia|computer|science fiction
10419,suicide|world war ii|musical|anti semitism|nazi resistance|swing dancing
11675,california|new identity|halloween|witness protection|brother|sister|boarding school|school party
2107,television|meteorology|metereologist|tv duel|weatherman|los angeles|unemployment
6471,wild comedy|blow|neominstrelsy|phone book|sharecropper|tennis court
9442,nostalgia|parody|movie reference|black and white|cult film|private detective|neo-noir|1940s
11591,brain|just married|marriage contract|wedding|brain surgeon
13697,adultery|earthquake|hope|grand canyon|arrest|friendship|ensemble|mugger
19158,man eaten by monster
227,street gang|children's home|coming of age|gang|juvenile delinquent|based on young adult novel
87,riddle|treasure|heart|skeleton|treasure hunt|torture|violence|monkey
123,elves|dwarves|hobbit|mission
9314,vatican|fascism|totalitarian regime|dystopia|big brother|brainwashing|orwellian
11336,coma|sheriff|based on novel|sacrifice|suspense|psychopathic killer|premonition|independent film
9980,man vs machine|gas station|roadhouse|apparats and technics|siege|lorry|comet|automation
10657,sheriff|based on novel|small town|strangeness|manipulation|pain|malice|prank
10489,based on novel|cadillac|st. bernard's dog|dam|cult favorite|corpse|singing in a car|rabies
10823,small town|sacrifice|children gang|human sacrifice|paganism|evil preacher|preacher|cornfield
11497,new orleans|heaven|german shepherd|second chance
2907,dead wish|vampire|black humor|uncle|eccentric|werewolf|macabre|loan shark
9454,france|gypsy|child abuse|slavery|leonardo da vinci|prince|fairy tale|royalty
8688,casino|political activism|boxer|mission of murder|boxing match|suspense|police officer|witness to murder
16155,robbery|organized crime|gangster|safecracker|rosh hashanah
23954,female nudity|casino|cocaine|nudity|casanova|murder|atlantic city|mobster
12761,loss of son|marriage|pianist|invalid
396,alcohol|adultery|professor|fantasy|married couple|son|guest|based on play or musical
14367,blues|unfaithful boyfriend|one night|playboy magazine|suburbanite|short sightedness|chop shop|homeless man
11814,nerd|biker|teenager|morphing|male fantasy
16081,england|snail|vegetarian|rainstorm|shell
18331,professor|chemistry|love|teacher|student|potion|piano playing
15171,spider|musical|talking animal|drying self with towel|animal human communication|spiderweb|sentimental|talking pig
11837,gore|animation|violence|rabbit|runt|river crossing|adult animation
11704,secret|mouse|owl|widow|crow|illness
11639,liberation|castle|mythical creature|mission|fantasy world|crystal
4978,new york|cat|immigration|russia|mouse|american dream|jew|cossack
10380,sheriff|indian territory|mouse|family
11976,gump
15144,birthday|nerd|crush|farce|teenager|exchange student
11522,record store|lovesickness|class|love|crush|outcast|teenage crush|slumber party
11557,friendship|secret admirer|post college
13853,stone age|tribe|cavemen|prehistoric adventure|prehistoric times|neanderthal|prehistoric man
11415,vietnam war|haunted house|author
37530,house
8393,africa|airplane|botswana|god|tribe|mockumentary|desert|kalahari
11937,civilization|safari|stowaway|slapstick|tribe|disappearance|scientist|kalahari
21661,american football|sport|dog
9320,london england|weather manipulation|wretch
33644,black people|age difference|jamaica|vacation|female protagonist
14662,sex|independent film|moving|beverly hills|woman director|nursing school|nomad
10692,chicago|prostitute|rape|sadistic|nudity|sister|psychopath|murder
805,anti-christ|contemporary setting|laundry|occult|demonic possession|satanic cult|lucky charm|woman in jeopardy
34584,based on novel|fictional place|wolf|mythology|magic|horse|book|fairy tale
34636,book|sequel|reading
2182,mutation|aggression by plant|musical|tomato|vegetable|low-budget|parody|mad scientist
28070,
77469,impotence|male friendship|extramarital affair|unhappiness
10278,death penalty|friendship|malaysia|marijuana|childhood friends
36647,suicide|hero|vampire|bite|fistfight|supernatural|vampire hunter|superhero
17915,dance|sport|beautiful woman|dance contest|ballroom dancing|woman director
14557,college|drug|fraternity house|pot|teen suicide|autopsy room
9417,falsely accused|death penalty|violin|attempt to escape|violinist|spoof
41469,independent film
34637,suspense
4011,minister|giant snake|skeleton|calypso|arts|afterlife|child bride|possession
1580,planned murder|banquet|victim of murder|footlocker|strangle|rope|suspense|based on play or musical
5854,fortune teller|kidnapping|false identity|heir|spiritualist
573,london england|rape|police|suspense|serial killer
5780,cold war|east germany
506,philadelphia|post traumatic stress  disorder|prostitute|rape|horse race|sexual abuse|in love with enemy|suicide attempt
22527,robbery|musician|innocence|insurance
574,london england|assassination|scotland yard|bus|morocco|paranoia|british|suspense
11219,small town|chase|wife|leave|murder|suspense|female corpse
845,perfect crime|obsession|island|carousel |train ride|psychopath|lighter|murder
1978,london england|falsely accused|lover|extramarital affair
3682,new york|sex|nightclub|money|drug|disco
51942,
46702,musical|doo wop|showbiz|crowd|black singer|addict|legal battle
54795,england|poet|poverty|writer
847,prophecy|falsely accused|baby|monster|hero|queen|traitor|magic
117,white suit|al capone|tough cop|treasury agent|untouchable|tax evasion|jury tampering|rule of law
14577,
38621,england|estate|governess|19th century
4175,loss of brother|love of one's life|penitentiary|class society|australia|run away
31667,femme fatale|lawyer
13321,sea|journalist|boat|world war ii|german|survivor|u boat|lifeboat
21734,california|detective|bank|telegram|suspect|widow|murder|murderer
31997,falsely accused|suspense|aircraft factory
24197,taxi|smoking|office|rain|gin|diary|champagne|police
11462,poison|telegram|honeymoon|kiss|investigation|suspense|money|murderer
31995,sea|based on novel|kidnapping|shipwreck|greed|smuggler|aristocrat|cornwall england
940,secret agent|concussion|flowerpot|search for witnesses|conspiracy|train|old lady|missing person
12684,bomb|detective|based on novel|bus|cinema|horse|time bomb|saboteur
8208,assassination|attempted kidnapping
15007,runaway train|macguffin|stolen necklace|runaway bus
36049,inheritance
31930,
543,scotland yard|blackmail|knife|gloves
2760,london england|fog|police|boarder|lodger|romance|serial killer|fugitive
10220,gambling|law|compulsive gambling|roulette|gain
431,riddle|autism|claustrophobia|maze|prime number|entrapment|mathematics|murder
22796,illegitimate son
22256,running|olympic games|sport|athlete
37550,concentration camp|fight|sister|war|army|thief|honor|independent film
37916,woman director
21873,bully
21500,older woman seduces younger guy|college student
12626,journalist|journalism|workaholic|news broadcast|television|moderator
37818,woman director
3525,love triangle|clerk|business|new york city
129628,
2321,fbi|romantic comedy|mobster|italian american|starting over
2028,england|seattle|daughter|high school|kickboxer
16384,gangster|fbi agent
91217,
10699,identity|custody battle|jinx|reporter|ex-wife|lost shoe
11597,brother brother relationship|loss of brother|loss of father|toy|company|uncle|toy shop|technical toy
218624,
47947,parody|cult comedy|melodrama|spoof|medical|screwball comedy|physical comedy|soap opera
48311,dystopia
44772,female nudity|sex|photographer|nudity|photography|independent film|singer|teenager
14347,female nudity|infidelity|rio de janeiro|seduction|older man younger woman relationship|summer vacation|sexual awakening|sex comedy
41090,usa|robbery|bank|fbi|chase|police|murder|money
18282,aftercreditsstinger
18169,
11082,christianity|prophecy|sacrifice|apocalypse|catholicism|mysticism|biblical plagues|gnosticism
5971,prison|prisoner|independent film
11933,sheriff|drag queen|small town|broker|wealthy
20096,butcher|love|husband
30815,suspense|physical abuse
881,suicide|underdog|suspicion of murder|court case|navy|law|dying and death|guantanamo bay
4478,gambling|adultery|love of one's life|shortage of money|millionaire
22318,alcohol|sex|adultery|heroin|police|party|writer|drug
53113,dysfunctional family|cancer|death of parent
2109,two man army|consul|crime lord|art treasures|reference to chelsea clinton|roses are red poem|duringcreditsstinger
24746,independent film
72987,author|adopted son
8195,paris|france|arms deal|mercenary|audi|impostor|case|violence
9877,college|murder|urban legend|slasher|killer|death
26618,small town|fbi|widow|murder|independent film|serial killer
11855,photographer|eroticism|exhibit|gallery|girlfriend|gallery owner|photography|independent film
24016,africa|adultery|sahara|extramarital affair
14785,guerrilla warfare|poverty|bandit|militant|social issues
14794,england|revolution|private school|rebellion|social satire|free cinema
3486,usa|atomkrieg|soviet union|dr. fu man chu|yellow diamant
11071,monster|new mexico|radiation|fbi|atomic bomb|mutation|ant|army
1091,ice|space marine|paranoia|snow storm|norwegian|research station|alien life-form|remake
10403,homicide|blackmail|enemy|hollywood
11337,weekend|violinist|filmmaking|film industry
162,underdog|love at first sight|hairdresser|small town|scissors|inventor|burglar|unsociability
25723,love|unfaithful girlfriend
8916,general|hero|worker|ant|work|assignment|war|princess
28134,stowaway|theatre play|ocean liner
9429,night life|nightclub|flower|flower shop|make a match|clubbing
12159,paradise|soul|underworld|heaven|painting|hell|afterlife|spiritism
30197,adolf hitler|musical|theatrical producer|eva braun|playwright|scam|broadway
10156,moses|roman empire|musical|stone age|music|julius caesar
10377,prison|southern usa|suspicion|cousin|court|lawyer|wrongful arrest
3121,satire|candidate|celebrity worship
4975,gay|painter|loss of lover|new love|artists' life|arts|lgbt
37532,independent film
9713,salesclerk|television|tv ratings|guru|television producer
134368,police brutality|internal affairs|interrogation|crime family|hostess
9821,ohio|coming of age|disabled|learning disability|birth defect|suit of armor
4437,jupiter|super computer|space travel|space mission|ghost ship|outer space|astronaut|monolith
1890,deaf-mute|listening|man-woman relation|deaf|woman director
1955,exploitation|biography|hospital|curiosity|sideshow|disfigurement|physical deformity|freak
39437,
11932,route 66|puppet|evil doll|killer doll|killer toys|toy comes to life|chucky
6435,witch|magic|sorcery|love|curse|family curse
10683,rape|sister sister relationship|lover (female)|pedophilia|sister|partnership|stalker|secret love
9445,secret identity|blackmail|german|new identity|nazis|manipulation|interview|high school
2657,brother sister relationship|tv show|dystopia|book burning|satire|coming of age|racism|black and white
9425,space marine|dystopia|alien planet|genetic engineering
32326,tour bus|black and white
637,italy|riddle|bookshop|self sacrifice|mass murder|concentration camp|bicycle accident|fascism
8675,pornography|sex|secret|fight|star|superhero|independent film|wedding
20701,witch|monster|heart attack|mummy|anthology|dark comedy|based on tv series|decapitation
9945,based on novel|new mexico|party|vampire hunter|revenge|priest|church|skull
73,usa|neo-nazi|prison|skinhead|brother brother relationship|rape|fascism|brother
18603,competition|texas|documentary|contest|endurance|pickup truck
46889,female protagonist|relationship|divorce|brooklyn bridge
3033,gay|film director|dying and death|biography|homosexuality|author|lgbt elderly
9882,islam|muslim|car bomb|fbi agent
10663,sport|social outcast|ridicule|lawn mower|deserted by husband|low self esteem|black and white to color
4518,duke|historical figure|treason|catholic|protestant
1808,gay|great britain|narration|glam rock|bisexual|music journalism|school uniform| begins with text
3600,competition|island|radio|bahamas|college|knife|fisherman|vacation
17037,holiday|woman director|christmas
297,life and death|love at first sight|broken engagement|fireworks|religion and supernatural|teenage crush|fate|doctor
21589,independent film|anarchic comedy
11893,train accident|attempt to escape|prison warden|train|prison escape
123056,
12223,suspense|independent film|cult film|stepford wife|duringcreditsstinger|stepford
32081,brother brother relationship|mobster
14924,punk rock|bassist|hanging from the ceiling
10002,london england|prostitute|ex-detainee|chauffeur|hoodlum
41817,
19426,optimism|house|prostitution|madonna|heartbreak|rescue from drowning|ostia italy|movie starshrine
12560,suicide|regret|funeral|morning|gathering|friendship|remembrance|all star cast
9798,corruption|washington d.c.|helicopter|falsely accused|identity|mexican standoff|blackmail|intelligence
14444,brother brother relationship|baby|home|pregnancy and birth|sequel|kids and family|comedy|pregnancy
9487,winter|fight|ant|invention|collector|ant-hill|kids and family|grass
9466,exzentrik|independent film|reporter|ex-wife|spectacle
666,brazilian|brazil|rio de janeiro|letter|wilderness|teacher|alcoholic|railroad
10162,false identity|beguilement|lottery|village|jackpot|independent film|ireland
309,suicide|father son relationship|child abuse|sexual abuse|depression|parent child relationship|secret|birthday
692,gay|trailer park|pop culture|drug dealer|heroin|fetishism|spanner|excrements 
24018,transvestism|independent film|midnight movie
1678,japan|japanese|island|shipwreck|ship|lizard|giant lizard|godzilla
39256,japan|submarine|helicopter|monster|godzilla|remake|giant monster|tokusatsu
1680,japan|helicopter|japanese|mutant|island|octopus|giant lizard|godzilla
244,film business|screenplay|film making|film producer|exotic island|ship|great depression|unsociability
10730,indigenous|island|science fiction|king kong|giant animal|giant ape
31947,king kong|giant ape
8130,amnesia|rolling stone|lonely hearts ad|woman director
11532,father son relationship|brazil|amazon|based on true story|jungle|amazon rainforest|child kidnapping|deforestation
9749,journalist|rio de janeiro|dirty cop|fletch|cabana|country club|divorce lawyer
14628,saturday night live
9626,monster|swordplay|queen|talisman|marvel comic|based on comic|sword and sorcery
13698,japan|usa|factory worker|factory|culture clash|worker|automobile industry|business
10466,rock star|price|chaos|house|home ownership
707,paris|london england|france|england|san francisco|horse race|fire|helicopter
11954,space marine|vampire|flying saucer|comet|alien|halley's comet
9336,trainer|recruit|shenanigan|police academy
10157,handcuffs|police chief|police operation|spying|investigation|police everyday life|police academy|commandant
12118,competition|governor
10587,handcuffs|police chief|police operation|police headquarter|police everyday life
11825,handcuffs|police operation|investigation|police everyday life|miami beach
11895,competition|mayor|investigation|adversary|gang|gangster|jewel thief
9447,piggy bank|shortage of money|pig|farm|piglet|talking animal|talking dog|dog
12257,waitress|infidelity|planned murder|pregnancy and birth|funeral|widow|hamburger|junk food
37536,talk show|raunchy
10029,prostitute|hotel|cocaine|nudity|psychopath|stag night|friends|murder
27104,love triangle|gay|coming out|bath house|turkey|independent film|gay relationship|love affair
11252,motel|stolen money
8545,parent child relationship|voice|loneliness|independent film|singer|cowardliness|carrier pigeon
10223,brother brother relationship|money delivery|airplane|greed|friendship|suspense|financial transactions
9745,holiday|loss of lover|christmas party|loss of father|loss|snowman
200,space opera|retribution|spacecraft officer|exploding ship
9837,moses|egypt|pyramid|exodus|kingdom|governance|ancient egypt|hebrew
11545,private school|lone wolf|theatre play|theatre group|theatre director|independent film
1934,shakespeare|love of one's life|oscar award|theatre play|theatre group|writer's block|theatre milieu|author
110643,challenge|change|religion|suburb|church|belief|masses
11881,holiday|santa claus|department store|fantasy|thanksgiving|court|comedy|lawyer
13764,holiday|christmas
24951,holiday|barn|farm|reindeer|christmas
8879,gunslinger|showdown|marshal|blackmail|mine|settler|gold mining town|violence
1369,usa|vietnam veteran|submachine gun|prisoner|prisoners of war|liberation of prisoners|liberation|vietnam
1368,prison|vietnam veteran|falsely accused|police brutality|sheriff|guerrilla|submachine gun|gun
1370,competition|submachine gun|soviet union|liberation|russian|soviet troops|thailand|freedom fighter
10303,diving|dictator|africa|riddle|treasure|nile|palace|treasure hunt
9326,riddle|treasure|hero|map|colombia|alligator|crocodile|treasure hunt
10328,swimming pool|alien|tears|police car|mahjong|boat trouble|siren|cocoon
11285,return|pregnant|shape shifting alien|pregnant woman|expectant father|expectant mother|pregnant wife|shape shifter
1367,transporter|coma|wife husband relationship|intensive care|hero|love of one's life|publicity|boxer
1371,transporter|trainer|boxer|dying and death|boxing match|comeback|training|world champion
1374,usa|transporter|loss of lover|cold war|soviet union|boxer|kgb|dying and death
1375,philadelphia|transporter|father son relationship|cataclysm|trainer|restart|bankrupt|boxer
15196,board game|mystery|mansion|old house|based on game
11904,london england|school friend|religion and supernatural|sherlock holmes|murder|aftercreditsstinger
215875,
15596,college|whirlpool|clothing store|source music|poetry recitation|bribe|clothing store owner|reference to longfellow
13818,journalist|wife husband relationship|infidelity
29968,parent child relationship|divorce
44326,nudity|harassment|revenge|suspense|rape attempt|torture|grave digging|submission
1885,flat|taskmaster|karate|egg|kids and family|motorcycle
8856,martial arts|karate|okinawa|revanche|self esteem
10495,japan|japanese|confidence|karate|business man|adversary|fighter|duel
5825,holiday|boss|cigar|neighbor|christmas eve|christmas|christmas bonus|jello
9489,romantic comedy|online dating|woman director
16885,robbery|based on true story|gangster|ira|ireland|police reporter
8741,based on novel|japanese|world war ii|battle assignment|invasion|marine corps|u.s. army|commander
9276,american football|high school|alien|teacher|teenager|drug|alien infection|doppelganger
9822,gorilla|dying and death
39314,decoy|wrestler|ape|exotic pet|team roping
10312,nurse|hospital|doctor|laughter
9441,divorce|rebellious daughter|freeze frame|custody|school play|photo shoot
9422,success|advancement|right and justice|leukemia|lawyer|business start-up
125582,woman director
24525,independent film
10368,italy|hotel|loss of mother|ambassador|world war ii|loss of parents|widow|benito mussolini
11365,prison|coming out|wife|victorian england|homosexuality|gay relationship|author|ireland
140897,circus|radio station|texas|stripper|serial killer
31662,
36136,robbery|murder|violence|drug|addict
1363,pearl harbor|cowboy|falling off horse|pickup truck|horse riding accident|cattle ranch
46992,sister sister relationship|cellist|career|musician|concert|controversial|flautist
825,sex|adultery|hotel|aids|wedding vows|los angeles|relationship|family
15556,blind|massage therapist
28902,based on novel|suicide attempt|dream|kidnapping|victim of murder|suspense|serial killer|hitchcockian
14709,american football|small town|texas|cheerleader|sport|party|high school sports|police car
9423,deserter|tornado|russian|alien life-form|shooting|evil|insurance|virus
14443,monster|garbage|musical|friendship|toilet humor
10658,duck|physicist|extraterrestrial|anthropomorphism|alien invasion|alternative reality
6917,babysitter|legend|eye|stop motion|cult favorite|demon|sibling|hole
24086,
11815,teleportation|human experimentation|hybrid|fly the insect
9426,mutant|mutation|human experimentation|to beam|remake|scientist|science|fly the insect
10344,monster|experiment|industrialist|sequel|fly the insect
15698,taxi|chicago|airport|bar|florida|winter|undercover|florida keys
2620,corruption|ex-cop|private detective|criminal defence lawyer
30497,gas station|texas|van|gore|midnight movie|surprise ending|shock in the end|leatherface
16337,hammer|gore|slasher|chainsaw|b horror
25018,sequel|leatherface|death
16780,female nudity|texas|sadism|sequel|leatherface|hitchhiker|cross dressing|chainsaw
12151,ransom|lover (female)|kidnapping|business man
25438,rock star|halloween|heavy metal|rock 'n' roll
33278,artificial intelligence|child abuse|basketball|resurrection|revenge|teenager|robot|alcoholic
192,christianity|library|inquisition|monk|poison|secret passage|labyrinth|rich
10945,cia|kgb|computer|chat|mole|agent|woman director
10013,time travel|high school reunion
9671,new york|prostitute|hotel|journalist|culture clash|subway|crocodile|wilderness
9396,new york|crocodile|australia|large knife|aftercreditsstinger
11038,prison|train robbery
12278,soul|secret identity|harvard university|college|scholarship|los angeles
11873,bar|billard|talent|hustler|sport
18588,female nudity|infidelity|blackmail|porn actor|murder|suspense|los angeles|elmore leonard
10015,recruit|officer|battle assignment|marine|platoon|combat
8388,mexico|hero|village|united states–mexico barrier|confusion|spoof|western hero|western band
45712,on the run|streetwise|cigarette smoke|moll
8129,glasgow|funeral|american football coach|professional soccer player|debt|soccer
1618,birthday|condom|comeback|tour|rivalry|rock band|death
10722,neo-nazi|prophecy|madrid|telecaster|virgin|black magic|heavy metal|hallucinogen
10314,tv star|jeep|volleyball|misfit|teen angst|house party|teen movie|teenager
125548,television producer|nervous breakdown|woman director
47139,
11167,cinematographer|photography|illegal prostitution|proto-slasher
2112,new york|heroin|money|criminal
16172,restaurant|department store|kitchen|love|crab|chef|irresistible
111794,hidden camera|biography|reality show|mockumentary
9524,berlin|jew|nazis|musical|biography|anti semitism
20595,prisoner|u.s. soldier|banana|childhood home|buchenwald|menorah 
16306,slavery|dystopia|space|alien|animation|adult animation|strange science|human subjugation
11622,isolation|atomic bomb|bunker|shelter
10207,sailboat|anonymous letter|sailing|love letter|bottle
9849,alien|martian|based on tv series|fish out of water
82865,woman director
18892,confession|jealousy|nightmare|ambition|groupie|high school|cafeteria|revenge
13466,father son relationship|based on novel|small town|satellite|biography|rocket|west virginia|teacher
1542,suburbia|downsizing|software engineer|burnout|dallas texas|beach resort|coworker relationship|laziness
15256,new year's eve|independent film|relationship|woman director|lower east side
8224,pornography|porn actor|loss of daughter|child pornography|private investigator|subculture|private detective
18417,autism
12479,wife husband relationship|success|author|extramarital affair
1847,detective|mission of murder|police operation|victim of murder|united states–mexico barrier|police|suspense|los angeles
8913,coffin|pet|funeral|head injury|grief|violence|new neighbor|pet cemetery
10906,underdog|father son relationship|veterinarian|step father|dog|woman director
25748,sequel|possession|priest|corn|harvest
25749,chicago|telekinesis|boy|cult|blood splatter|sequel|priest|good vs evil
8769,anthropomorphism|teenager|psychological drama|animate car|smart car|overprotective parent|heimlich maneuver
14742,pimp|morgue|prostitution|morgue attendant
15856,wine cellar|skeleton|cigarette smoking|blind|horror movie remade|chandelier
10671,bomb|based on novel|airport|desperation|snow storm|stowaway|airplane|panic
27932,helicopter|based on novel|airport|cataclysm|guitar|wife husband relationship|stewardess|pilot
7227,stewardess|pilot|airplane|hijacking|u.s. navy|painting|bermuda triangle|sequel
10670,bomb|terrorist|fbi|blackmail|investigation|inspector|suspense|disaster
5919,san francisco|fire|helicopter|skyscraper|firemen|fire engine|rescue|disaster
33518,hunter|mutation|alligator|underwear|toxic|briefs|scientist|sewer
40160,meteor|disaster|disaster film|disaster movie
2362,man vs machine|android|saloon|future|vacation|robot as menace|survival|cult film
10803,female nudity|killer robot|nudity|utopia|teleportation|post-apocalyptic|dystopia|plastic surgery
871,human evolution|gorilla|bondage|space marine|chimp|slavery|space travel|time travel
1685,mutant|dystopia|survivor|astronaut|ape|science|worship
1705,post-apocalyptic|dystopia|ape
1688,circus|pet|human being|dystopia|insurrection|army|ape
1687,spacecraft|pacifism|human being|cage|dystopia|politician|chimpanzee|tease
166680,female nudity|winter|ambulance|sloth|nudity|ski jump|car crash|skating
11123,fire|supermarket|architect|earthquake|parking garage|natural disaster|national guard|disaster
29723,stewardess|missile|pilot|hot air balloon|panic|arms dealer|fighter jet|airplane accident
31638,capsized ship
9535,new york|mafia boss|wedding|psychiatrist
9455,new york|life and death|gang war|police|china town|triad
796,upper class|sexual obsession|sex|bet|sadistic|drug abuse|brother sister relationship|cynic
100,ambush|alcohol|shotgun|tea|joint|machismo|cocktail|rifle
84586,gay|friendship|hiv|lesbian
30943,kidnapping|boy|reunion
7341,suicide|male nudity|female nudity|fire|nudity|asylum|telekinesis|high school
10350,fight|pilot|outer space|based on video game|space opera|space carrier
11772,alcohol|haunted house|supernatural powers|disappearance|orphan
