movieId,tmdbId,imdb_id,title,original_title,original_language,release_date,runtime,budget,revenue,popularity,vote_average,vote_count,genres,production_companies,production_countries,adult,status,genres_list,primary_genre,release_year
2328,9945,tt0120877,Vampires,Vampires,en,1998-04-15,108.0,20000000,0.0,13.318722,5.8,262.0,"[{'id': 28, 'name': 'Action'}, {'id': 18, 'name': 'Drama'}, {'id': 14, 'name': 'Fantasy'}, {'id': 27, 'name': 'Horror'}, {'id': 53, 'name': 'Thriller'}]","[{'name': 'Columbia Pictures', 'id': 5}, {'name': 'Largo Entertainment', 'id': 1644}, {'name': 'JVC Entertainment Networks', 'id': 4248}, {'name': 'Film Office', 'id': 23893}, {'name': 'Spooky Tooth Productions', 'id': 23894}, {'name': 'Storm King Productions', 'id': 23895}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",False,Released,Action|Drama|Fantasy|Horror|Thriller,Action,1998
2329,73,tt0120586,American History X,American History X,en,1998-10-30,119.0,20000000,23875127.0,18.157166,8.2,3120.0,"[{'id': 18, 'name': 'Drama'}]","[{'name': 'New Line Cinema', 'id': 12}, {'name': 'The Turman-Morrissey Company', 'id': 924}, {'name': 'Savoy Pictures', 'id': 11308}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",False,Released,Drama,Drama,1998
2330,18603,tt0116481,Hands on a Hard Body: The Documentary,Hands on a Hard Body: The Documentary,en,1997-06-01,98.0,0,0.0,0.495079,8.7,6.0,"[{'id': 99, 'name': 'Documentary'}]",[],"[{'iso_3166_1': 'US', 'name': 'United States of America'}]",False,Released,Documentary,Documentary,1997
2331,46889,tt0120722,Living Out Loud,Living Out Loud,en,1998-10-30,100.0,12000000,12902790.0,1.575026,5.4,12.0,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]","[{'name': 'New Line Cinema', 'id': 12}, {'name': 'Jersey Films', 'id': 216}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",False,Released,Comedy|Drama|Romance,Comedy,1998
2333,3033,tt0120684,Gods and Monsters,Gods and Monsters,en,1998-01-21,105.0,10000000,6451628.0,6.788021,6.8,82.0,"[{'id': 18, 'name': 'Drama'}]","[{'name': 'Lions Gate Films', 'id': 35}, {'name': 'Flashpoint (I)', 'id': 13495}, {'name': 'Showtime Networks', 'id': 18880}]","[{'iso_3166_1': 'GB', 'name': 'United Kingdom'}, {'iso_3166_1': 'US', 'name': 'United States of America'}]",False,Released,Drama,Drama,1998
2334,9882,tt0133952,The Siege,The Siege,en,1998-11-06,116.0,70000000,116672912.0,9.019114,6.1,361.0,"[{'id': 18, 'name': 'Drama'}, {'id': 28, 'name': 'Action'}, {'id': 53, 'name': 'Thriller'}, {'id': 80, 'name': 'Crime'}]","[{'name': 'Twentieth Century Fox Film Corporation', 'id': 306}, {'name': 'Lynda Obst Productions', 'id': 13769}, {'name': 'Bedford Falls Company, The', 'id': 20634}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",False,Released,Drama|Action|Thriller|Crime,Drama,1998
2335,10663,tt0120484,The Waterboy,The Waterboy,en,1998-11-06,90.0,23000000,185991646.0,9.461823,5.9,521.0,"[{'id': 35, 'name': 'Comedy'}]","[{'name': 'Touchstone Pictures', 'id': 9195}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",False,Released,Comedy,Comedy,1998
2336,4518,tt0127536,Elizabeth,Elizabeth,en,1998-09-13,124.0,30000000,82150642.0,7.566321,7.2,346.0,"[{'id': 18, 'name': 'Drama'}, {'id': 36, 'name': 'History'}]","[{'name': 'Channel Four Films', 'id': 181}, {'name': 'PolyGram Filmed Entertainment', 'id': 1382}, {'name': 'Working Title Films', 'id': 10163}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",False,Released,Drama|History,Drama,1998
2337,1808,tt0120879,Velvet Goldmine,Velvet Goldmine,en,1998-10-23,119.0,0,1053788.0,16.5293,6.9,119.0,"[{'id': 18, 'name': 'Drama'}, {'id': 10402, 'name': 'Music'}]","[{'name': 'Channel Four Films', 'id': 181}, {'name': 'Single Cell Pictures', 'id': 279}, {'name': 'Newmarket Capital Group', 'id': 506}, {'name': 'Goldwyn Films', 'id': 720}, {'name': 'Killer Films', 'id': 1422}, {'name': 'Zenith Entertainment', 'id': 3644}, {'name': 'Miramax', 'id': 53009}]","[{'iso_3166_1': 'GB', 'name': 'United Kingdom'}]",False,Released,Drama|Music,Drama,1998
2338,3600,tt0130018,I Still Know What You Did Last Summer,I Still Know What You Did Last Summer,en,1998-11-13,100.0,65000000,40002112.0,11.023042,5.1,381.0,"[{'id': 27, 'name': 'Horror'}, {'id': 9648, 'name': 'Mystery'}, {'id': 53, 'name': 'Thriller'}]","[{'name': 'Columbia Pictures', 'id': 5}, {'name': 'Mandalay Entertainment', 'id': 1236}, {'name': 'Summer Knowledge LLC', 'id': 1464}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",False,Released,Horror|Mystery|Thriller,Horror,1998
2339,17037,tt0155753,I'll Be Home for Christmas,I'll Be Home for Christmas,en,1998-11-12,86.0,30000000,0.0,3.366048,5.2,65.0,"[{'id': 35, 'name': 'Comedy'}, {'id': 10751, 'name': 'Family'}]","[{'name': 'Walt Disney Pictures', 'id': 2}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",False,Released,Comedy|Family,Comedy,1998
2340,297,tt0119643,Meet Joe Black,Meet Joe Black,en,1998-11-12,178.0,90000000,142940100.0,14.026744,6.9,1174.0,"[{'id': 14, 'name': 'Fantasy'}, {'id': 18, 'name': 'Drama'}, {'id': 9648, 'name': 'Mystery'}]","[{'name': 'Universal Pictures', 'id': 33}, {'name': 'City Light Films', 'id': 136}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",False,Released,Fantasy|Drama|Mystery,Fantasy,1998
2342,21589,tt0116488,Hard Core Logo,Hard Core Logo,en,1996-10-25,92.0,0,0.0,0.88051,6.4,8.0,"[{'id': 18, 'name': 'Drama'}, {'id': 35, 'name': 'Comedy'}, {'id': 10402, 'name': 'Music'}]","[{'name': 'Terminal City Pictures', 'id': 3981}]","[{'iso_3166_1': 'CA', 'name': 'Canada'}]",False,Released,Drama|Comedy|Music,Drama,1996
2344,11893,tt0089941,Runaway Train,Runaway Train,en,1985-11-15,111.0,9000000,7936012.0,15.236541,7.0,129.0,"[{'id': 28, 'name': 'Action'}, {'id': 53, 'name': 'Thriller'}]","[{'name': 'Cannon Group', 'id': 1444}, {'name': 'Golan-Globus Productions', 'id': 13549}, {'name': 'Northbrook Films', 'id': 14227}]","[{'iso_3166_1': 'IL', 'name': 'Israel'}, {'iso_3166_1': 'US', 'name': 'United States of America'}]",False,Released,Action|Thriller,Action,1985
2345,123056,tt0090934,Desert Bloom,Desert Bloom,en,1986-01-22,105.0,0,0.0,1.229428,4.9,8.0,"[{'id': 18, 'name': 'Drama'}, {'id': 10751, 'name': 'Family'}]",[],[],False,Released,Drama|Family,Drama,1986
2346,12223,tt0073747,The Stepford Wives,The Stepford Wives,en,1975-02-12,117.0,0,0.0,3.94547,6.7,79.0,"[{'id': 27, 'name': 'Horror'}, {'id': 9648, 'name': 'Mystery'}, {'id': 878, 'name': 'Science Fiction'}]","[{'name': 'Palomar Pictures', 'id': 2380}, {'name': 'Fadsin Cinema Associates', 'id': 36638}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",False,Released,Horror|Mystery|Science Fiction,Horror,1975
2347,32081,tt0087932,The Pope of Greenwich Village,The Pope of Greenwich Village,en,1984-06-22,121.0,0,0.0,4.652503,6.4,40.0,"[{'id': 18, 'name': 'Drama'}, {'id': 28, 'name': 'Action'}, {'id': 35, 'name': 'Comedy'}, {'id': 80, 'name': 'Crime'}]","[{'name': 'United Artists', 'id': 60}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",False,Released,Drama|Action|Comedy|Crime,Drama,1984
2348,14924,tt0091954,Sid & Nancy,Sid & Nancy,en,1986-11-07,111.0,4000000,2826523.0,5.681582,7.0,106.0,"[{'id': 18, 'name': 'Drama'}, {'id': 10402, 'name': 'Music'}, {'id': 10749, 'name': 'Romance'}]","[{'name': 'Zenith Entertainment', 'id': 3644}, {'name': 'Initial Pictures', 'id': 6781}, {'name': 'U.K. Productions Entity', 'id': 20657}]","[{'iso_3166_1': 'GB', 'name': 'United Kingdom'}]",False,Released,Drama|Music|Romance,Drama,1986
2349,10002,tt0091538,Mona Lisa,Mona Lisa,en,1986-06-13,104.0,0,5794184.0,3.095584,6.7,62.0,"[{'id': 18, 'name': 'Drama'}, {'id': 80, 'name': 'Crime'}, {'id': 10749, 'name': 'Romance'}]","[{'name': 'The Criterion Collection', 'id': 10932}, {'name': 'HandMade Films', 'id': 20076}]","[{'iso_3166_1': 'GB', 'name': 'United Kingdom'}]",False,Released,Drama|Crime|Romance,Drama,1986
2350,41817,tt0099750,Heart Condition,Heart Condition,en,1990-02-02,100.0,0,4100000.0,5.531486,5.1,25.0,"[{'id': 14, 'name': 'Fantasy'}, {'id': 35, 'name': 'Comedy'}, {'id': 878, 'name': 'Science Fiction'}]","[{'name': 'New Line Cinema', 'id': 12}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",False,Released,Fantasy|Comedy|Science Fiction,Fantasy,1990
2351,19426,tt0050783,Nights of Cabiria,Le notti di Cabiria,it,1957-10-03,110.0,0,752045.0,6.587353,7.9,122.0,"[{'id': 18, 'name': 'Drama'}]","[{'name': 'Dino de Laurentiis Cinematografica', 'id': 1216}, {'name': 'Les Films Marceau', 'id': 2260}]","[{'iso_3166_1': 'IT', 'name': 'Italy'}, {'iso_3166_1': 'FR', 'name': 'France'}]",False,Released,Drama,Drama,1957
2352,12560,tt0085244,The Big Chill,The Big Chill,en,1983-09-09,105.0,0,0.0,11.620392,6.8,124.0,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}]","[{'name': 'Columbia Pictures', 'id': 5}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",False,Released,Comedy|Drama,Comedy,1983
2353,9798,tt0120660,Enemy of the State,Enemy of the State,en,1998-11-20,132.0,90000000,250649836.0,12.978751,6.7,1266.0,"[{'id': 28, 'name': 'Action'}, {'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}]","[{'name': 'Jerry Bruckheimer Films', 'id': 130}, {'name': 'Scott Free Productions', 'id': 1645}, {'name': 'Touchstone Pictures', 'id': 9195}, {'name': 'No Such Productions', 'id': 79209}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",False,Released,Action|Drama|Thriller,Action,1998
2354,14444,tt0134067,The Rugrats Movie,The Rugrats Movie,en,1998-11-20,79.0,30000000,100491683.0,5.154373,5.8,149.0,"[{'id': 16, 'name': 'Animation'}, {'id': 10751, 'name': 'Family'}]","[{'name': 'Paramount Pictures', 'id': 4}, {'name': 'Nickelodeon Movies', 'id': 2348}, {'name': 'Klasky-Csupo', 'id': 59150}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",False,Released,Animation|Family,Animation,1998
2355,9487,tt0120623,A Bug's Life,A Bug's Life,en,1998-11-25,95.0,120000000,363258859.0,16.869209,6.8,2379.0,"[{'id': 12, 'name': 'Adventure'}, {'id': 16, 'name': 'Animation'}, {'id': 35, 'name': 'Comedy'}, {'id': 10751, 'name': 'Family'}]","[{'name': 'Walt Disney Pictures', 'id': 2}, {'name': 'Pixar Animation Studios', 'id': 3}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",False,Released,Adventure|Animation|Comedy|Family,Adventure,1998
2356,9466,tt0120533,Celebrity,Celebrity,en,1998-09-07,113.0,0,0.0,5.704352,6.0,113.0,"[{'id': 18, 'name': 'Drama'}, {'id': 35, 'name': 'Comedy'}]","[{'name': 'Sweetland Films', 'id': 21716}, {'name': 'Magnolia Productions', 'id': 21717}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",False,Released,Drama|Comedy,Drama,1998
2357,666,tt0140888,Central Station,Central do Brasil,pt,1998-01-16,113.0,2900000,5596708.0,4.919716,7.6,132.0,"[{'id': 18, 'name': 'Drama'}]","[{'name': 'MACT Productions', 'id': 393}, {'name': 'Videofilms', 'id': 394}, {'name': 'Riofilm', 'id': 395}]","[{'iso_3166_1': 'BR', 'name': 'Brazil'}]",False,Released,Drama,Drama,1998
2359,10162,tt0166396,Waking Ned,Waking Ned,en,1998-09-15,91.0,0,0.0,4.502687,7.4,58.0,"[{'id': 35, 'name': 'Comedy'}, {'id': 10749, 'name': 'Romance'}]","[{'name': 'Fox Searchlight Pictures', 'id': 43}, {'name': 'Canal+', 'id': 5358}, {'name': 'Tomboy Films', 'id': 24356}]","[{'iso_3166_1': 'FR', 'name': 'France'}, {'iso_3166_1': 'GB', 'name': 'United Kingdom'}, {'iso_3166_1': 'US', 'name': 'United States of America'}]",False,Released,Comedy|Romance,Comedy,1998
2360,309,tt0154420,The Celebration,Festen,da,1998-05-20,105.0,1300000,0.0,6.064954,7.7,213.0,"[{'id': 18, 'name': 'Drama'}]","[{'name': 'Nordic Film', 'id': 156}, {'name': 'Sveriges Television (SVT)', 'id': 3221}, {'name': 'Nimbus Film Productions', 'id': 11672}]","[{'iso_3166_1': 'DK', 'name': 'Denmark'}, {'iso_3166_1': 'SE', 'name': 'Sweden'}]",False,Released,Drama,Drama,1998
2361,692,tt0069089,Pink Flamingos,Pink Flamingos,en,1972-03-12,93.0,12000,6000000.0,5.738871,6.2,111.0,"[{'id': 27, 'name': 'Horror'}, {'id': 35, 'name': 'Comedy'}, {'id': 80, 'name': 'Crime'}]","[{'name': 'Dreamland Productions', 'id': 407}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",False,Released,Horror|Comedy|Crime,Horror,1972
2362,24018,tt0045826,Glen or Glenda,Glen or Glenda,en,1953-01-01,71.0,0,0.0,1.750815,4.6,32.0,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}]","[{'name': 'Screen Classics (II)', 'id': 17100}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",False,Released,Comedy|Drama,Comedy,1953
2363,1678,tt0047034,Godzilla,ゴジラ,ja,1954-11-03,96.0,1000000,0.0,13.153272,6.9,194.0,"[{'id': 53, 'name': 'Thriller'}, {'id': 27, 'name': 'Horror'}, {'id': 878, 'name': 'Science Fiction'}]","[{'name': 'Toho Film (Eiga) Co. Ltd.', 'id': 622}]","[{'iso_3166_1': 'JP', 'name': 'Japan'}]",False,Released,Thriller|Horror|Science Fiction,Thriller,1954
2364,39256,tt0087344,Godzilla 1985,Godzilla 1985,ja,1984-12-15,87.0,2000000,4100000.0,2.894009,6.7,34.0,"[{'id': 28, 'name': 'Action'}, {'id': 18, 'name': 'Drama'}, {'id': 27, 'name': 'Horror'}, {'id': 878, 'name': 'Science Fiction'}, {'id': 53, 'name': 'Thriller'}]","[{'name': 'New World Pictures', 'id': 1950}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}, {'iso_3166_1': 'JP', 'name': 'Japan'}]",False,Released,Action|Drama|Horror|Science Fiction|Thriller,Action,1984
2365,1680,tt0056142,King Kong vs. Godzilla,Kingu Kongu tai Gojira,ja,1962-08-11,98.0,0,0.0,2.894775,6.0,48.0,"[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 878, 'name': 'Science Fiction'}]","[{'name': 'Toho Company', 'id': 882}, {'name': 'RKO General Pictures', 'id': 46976}]","[{'iso_3166_1': 'JP', 'name': 'Japan'}]",False,Released,Action|Adventure|Science Fiction,Action,1962
2366,244,tt0024216,King Kong,King Kong,en,1933-04-07,100.0,672000,10000000.0,8.73274,7.7,346.0,"[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 18, 'name': 'Drama'}, {'id': 27, 'name': 'Horror'}]","[{'name': 'RKO Radio Pictures', 'id': 6}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",False,Released,Action|Adventure|Drama|Horror,Action,1933
2367,10730,tt0074751,King Kong,King Kong,en,1976-09-08,134.0,23000000,90614445.0,5.810716,5.9,179.0,"[{'id': 12, 'name': 'Adventure'}, {'id': 18, 'name': 'Drama'}]","[{'name': 'Paramount Pictures', 'id': 4}, {'name': 'Dino De Laurentiis Company', 'id': 10308}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",False,Released,Adventure|Drama,Adventure,1976
2368,31947,tt0091344,King Kong Lives,King Kong Lives,en,1986-11-21,105.0,10000000,4711220.0,2.663294,4.6,29.0,"[{'id': 28, 'name': 'Action'}, {'id': 27, 'name': 'Horror'}]","[{'name': 'De Laurentiis Entertainment Group (DEG)', 'id': 484}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",False,Released,Action|Horror,Action,1986
2369,8130,tt0089017,Desperately Seeking Susan,Desperately Seeking Susan,en,1985-03-29,104.0,5000000,27400000.0,8.679349,6.0,99.0,"[{'id': 35, 'name': 'Comedy'}]","[{'name': 'Orion Pictures', 'id': 41}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",False,Released,Comedy,Comedy,1985
2370,11532,tt0089087,The Emerald Forest,The Emerald Forest,en,1985-06-26,114.0,0,24467000.0,19.520733,7.0,64.0,"[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 18, 'name': 'Drama'}]","[{'name': 'Embassy Pictures Corporation', 'id': 419}, {'name': 'Christel Films', 'id': 32336}]","[{'iso_3166_1': 'GB', 'name': 'United Kingdom'}]",False,Released,Action|Adventure|Drama,Action,1985
2371,9749,tt0089155,Fletch,Fletch,en,1985-05-31,98.0,8000000,59612888.0,6.040486,6.8,210.0,"[{'id': 35, 'name': 'Comedy'}, {'id': 80, 'name': 'Crime'}, {'id': 9648, 'name': 'Mystery'}]","[{'name': 'Universal Pictures', 'id': 33}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",False,Released,Comedy|Crime|Mystery,Comedy,1985
2372,14628,tt0097366,Fletch Lives,Fletch Lives,en,1989-03-17,95.0,8045760,35150960.0,10.357224,5.8,98.0,"[{'id': 35, 'name': 'Comedy'}, {'id': 80, 'name': 'Crime'}, {'id': 9648, 'name': 'Mystery'}]","[{'name': 'Universal Pictures', 'id': 33}, {'name': 'Vincent Pictures', 'id': 8818}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",False,Released,Comedy|Crime|Mystery,Comedy,1989
2373,9626,tt0089893,Red Sonja,Red Sonja,en,1985-04-09,89.0,17900000,6948633.0,10.014248,5.0,211.0,"[{'id': 12, 'name': 'Adventure'}, {'id': 14, 'name': 'Fantasy'}, {'id': 28, 'name': 'Action'}]","[{'name': 'Famous Films (II)', 'id': 3418}, {'name': 'Metro-Goldwyn-Mayer (MGM)', 'id': 8411}, {'name': 'Dino De Laurentiis Company', 'id': 10308}]","[{'iso_3166_1': 'NL', 'name': 'Netherlands'}, {'iso_3166_1': 'US', 'name': 'United States of America'}]",False,Released,Adventure|Fantasy|Action,Adventure,1985
2374,13698,tt0091159,Gung Ho,Gung Ho,en,1986-03-13,111.0,0,36611610.0,6.853782,6.2,47.0,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}]","[{'name': 'Paramount Pictures', 'id': 4}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",False,Released,Comedy|Drama,Comedy,1986
2375,10466,tt0091541,The Money Pit,The Money Pit,en,1986-03-15,91.0,10000000,54999651.0,7.054864,6.2,288.0,"[{'id': 35, 'name': 'Comedy'}, {'id': 10749, 'name': 'Romance'}]","[{'name': 'Universal Pictures', 'id': 33}, {'name': 'Amblin Entertainment', 'id': 56}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",False,Released,Comedy|Romance,Comedy,1986
2376,707,tt0090264,A View to a Kill,A View to a Kill,en,1985-05-24,131.0,30000000,152427960.0,12.840798,6.0,515.0,"[{'id': 12, 'name': 'Adventure'}, {'id': 28, 'name': 'Action'}, {'id': 53, 'name': 'Thriller'}]","[{'name': 'Eon Productions', 'id': 7576}]","[{'iso_3166_1': 'FR', 'name': 'France'}, {'iso_3166_1': 'IS', 'name': 'Iceland'}, {'iso_3166_1': 'GB', 'name': 'United Kingdom'}, {'iso_3166_1': 'US', 'name': 'United States of America'}]",False,Released,Adventure|Action|Thriller,Adventure,1985
2377,11954,tt0089489,Lifeforce,Lifeforce,en,1985-06-20,116.0,25000000,0.0,13.561368,6.2,136.0,"[{'id': 14, 'name': 'Fantasy'}, {'id': 27, 'name': 'Horror'}, {'id': 878, 'name': 'Science Fiction'}, {'id': 53, 'name': 'Thriller'}]","[{'name': 'TriStar Pictures', 'id': 559}, {'name': 'Golan-Globus', 'id': 1445}, {'name': 'Easedram', 'id': 21896}]","[{'iso_3166_1': 'GB', 'name': 'United Kingdom'}]",False,Released,Fantasy|Horror|Science Fiction|Thriller,Fantasy,1985
2378,9336,tt0087928,Police Academy,Police Academy,en,1984-03-22,96.0,4500000,146198896.0,8.354488,6.5,614.0,"[{'id': 35, 'name': 'Comedy'}, {'id': 80, 'name': 'Crime'}]","[{'name': 'Warner Bros.', 'id': 6194}, {'name': 'The Ladd Company', 'id': 7965}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",False,Released,Comedy|Crime,Comedy,1984
2379,10157,tt0089822,Police Academy 2: Their First Assignment,Police Academy 2: Their First Assignment,en,1985-03-28,87.0,0,55600000.0,9.021668,5.6,349.0,"[{'id': 35, 'name': 'Comedy'}, {'id': 80, 'name': 'Crime'}]","[{'name': 'Warner Bros.', 'id': 6194}, {'name': 'The Ladd Company', 'id': 7965}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",False,Released,Comedy|Crime,Comedy,1985
2380,12118,tt0091777,Police Academy 3: Back in Training,Police Academy 3: Back in Training,en,1986-03-20,83.0,0,43579163.0,7.10005,5.5,259.0,"[{'id': 35, 'name': 'Comedy'}, {'id': 80, 'name': 'Crime'}]","[{'name': 'Warner Bros.', 'id': 6194}, {'name': 'Police Academy Productions', 'id': 69583}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",False,Released,Comedy|Crime,Comedy,1986
2381,10587,tt0093756,Police Academy 4: Citizens on Patrol,Police Academy 4: Citizens on Patrol,en,1987-04-02,88.0,0,28061343.0,5.952392,4.9,261.0,"[{'id': 35, 'name': 'Comedy'}, {'id': 80, 'name': 'Crime'}]","[{'name': 'Warner Bros.', 'id': 6194}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",False,Released,Comedy|Crime,Comedy,1987
2382,11825,tt0095882,Police Academy 5: Assignment Miami Beach,Police Academy 5: Assignment Miami Beach,en,1988-03-17,90.0,0,19510371.0,10.278957,4.7,195.0,"[{'id': 35, 'name': 'Comedy'}, {'id': 80, 'name': 'Crime'}]","[{'name': 'Warner Bros.', 'id': 6194}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",False,Released,Comedy|Crime,Comedy,1988
2383,11895,tt0098105,Police Academy 6: City Under Siege,Police Academy 6: City Under Siege,en,1989-03-09,84.0,0,11567217.0,5.612379,4.7,183.0,"[{'id': 35, 'name': 'Comedy'}, {'id': 80, 'name': 'Crime'}]","[{'name': 'Warner Bros.', 'id': 6194}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",False,Released,Comedy|Crime,Comedy,1989
2384,9447,tt0120595,Babe: Pig in the City,Babe: Pig in the City,en,1998-11-25,92.0,90000000,69131860.0,6.229629,5.3,312.0,"[{'id': 12, 'name': 'Adventure'}, {'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}, {'id': 10751, 'name': 'Family'}, {'id': 14, 'name': 'Fantasy'}]","[{'name': 'Kennedy Miller Productions', 'id': 2537}]","[{'iso_3166_1': 'AU', 'name': 'Australia'}]",False,Released,Adventure|Comedy|Drama|Family|Fantasy,Adventure,1998
2385,12257,tt0119304,Home Fries,Home Fries,en,1998-11-25,93.0,15000000,10443316.0,2.312844,4.8,32.0,"[{'id': 18, 'name': 'Drama'}, {'id': 35, 'name': 'Comedy'}, {'id': 10749, 'name': 'Romance'}]","[{'name': 'Warner Bros.', 'id': 6194}, {'name': 'Baltimore Pictures', 'id': 11407}, {'name': 'Kasdan Pictures', 'id': 13040}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",False,Released,Drama|Comedy|Romance,Drama,1998
2386,37536,tt0165494,Ringmaster,Ringmaster,en,1998-11-25,90.0,3500000,9247881.0,0.556435,3.8,13.0,"[{'id': 35, 'name': 'Comedy'}]","[{'name': 'Artisan Entertainment', 'id': 2188}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",False,Released,Comedy,Comedy,1998
2387,10029,tt0124198,Very Bad Things,Very Bad Things,en,1998-09-11,100.0,30000000,9898412.0,10.432293,6.2,182.0,"[{'id': 35, 'name': 'Comedy'}, {'id': 80, 'name': 'Crime'}, {'id': 53, 'name': 'Thriller'}]","[{'name': 'Initial Entertainment Group (IEG)', 'id': 7380}, {'name': 'Interscope Communications', 'id': 10201}, {'name': 'VBT Productions', 'id': 38085}, {'name': 'Ballpark Productions Partnership', 'id': 38086}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",False,Released,Comedy|Crime|Thriller,Comedy,1998
2388,27104,tt0119248,Steam: The Turkish Bath,Hamam,it,1997-10-24,94.0,0,0.0,1.74817,6.4,24.0,"[{'id': 18, 'name': 'Drama'}]",[],"[{'iso_3166_1': 'ES', 'name': 'Spain'}, {'iso_3166_1': 'IT', 'name': 'Italy'}, {'iso_3166_1': 'TR', 'name': 'Turkey'}]",False,Released,Drama,Drama,1997
2389,11252,tt0155975,Psycho,Psycho,en,1998-12-04,105.0,60000000,37141130.0,6.715898,4.8,233.0,"[{'id': 27, 'name': 'Horror'}, {'id': 9648, 'name': 'Mystery'}, {'id': 53, 'name': 'Thriller'}]","[{'name': 'Imagine Entertainment', 'id': 23}, {'name': 'Universal Pictures', 'id': 33}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",False,Released,Horror|Mystery|Thriller,Horror,1998
2390,8545,tt0147004,Little Voice,Little Voice,en,1998-11-05,97.0,0,0.0,7.214017,6.6,62.0,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}]","[{'name': 'Miramax Films', 'id': 14}]","[{'iso_3166_1': 'GB', 'name': 'United Kingdom'}]",False,Released,Comedy|Drama,Comedy,1998
2391,10223,tt0120324,A Simple Plan,A Simple Plan,en,1998-12-11,121.0,0,0.0,5.765416,6.9,191.0,"[{'id': 18, 'name': 'Drama'}, {'id': 80, 'name': 'Crime'}, {'id': 53, 'name': 'Thriller'}]","[{'name': 'Paramount Pictures', 'id': 4}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",False,Released,Drama|Crime|Thriller,Drama,1998
2392,9745,tt0141109,Jack Frost,Jack Frost,en,1998-12-10,101.0,27000000,0.0,7.372419,5.5,254.0,"[{'id': 35, 'name': 'Comedy'}, {'id': 10751, 'name': 'Family'}, {'id': 18, 'name': 'Drama'}, {'id': 14, 'name': 'Fantasy'}]","[{'name': 'Warner Bros.', 'id': 6194}, {'name': 'Azoff Entertainment', 'id': 10619}, {'name': 'The Canton Company', 'id': 22351}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",False,Released,Comedy|Family|Drama|Fantasy,Comedy,1998
